name;test_number;n_procesors;task_number;max_load;cov;max_part_of_processors;length_function;max_end;mean_response_time;mean_processing_time;mean_ideal_delay_time;actual_resource_load
SeparateScheduler-comparator_smallest_task-0.75;0;100;10000;0.2;0.3;1.0;CONCAVE;784437.7598187783;66.51336898176865;62.72682244888222;50.831663369548096;0.1999101320140857
SeparateScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;0.3;1.0;CONCAVE;790687.9166949644;21.084686390403984;21.084686390403984;5.271171597601068;0.1999969198834188
SeparateScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;0.3;1.0;CONCAVE;785560.4449065768;20.961196937242452;20.961196937242452;5.240299234310731;0.20012333621000322
SeparateScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;0.3;1.0;CONCAVE;784406.3962679515;20.908940816294315;20.908940816294315;5.227235204073752;0.1999181251814261
SeparateScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;0.3;1.0;CONCAVE;790701.5146410975;31.62702958560571;31.62702958560571;15.813514792802797;0.19999348047259854
SeparateScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;0.3;1.0;CONCAVE;785567.5538370836;31.4417954058634;31.4417954058634;15.720897702931678;0.20012152520993773
SeparateScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;0.3;1.0;CONCAVE;784414.2371556581;31.363411224441357;31.363411224441357;15.681705612220794;0.19991612682966686
SeparateScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;0.3;1.0;CONCAVE;790742.308479497;66.7103356952358;63.254059171211686;50.896820902432886;0.19998316294989232
SeparateScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;0.3;1.0;CONCAVE;785592.5615943584;66.54969873466716;62.8835908117267;50.82880103173544;0.20011515474416078
SeparateScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;0.3;1.0;CONCAVE;784437.7598187783;66.51336898176865;62.72682244888222;50.831663369548096;0.1999101320140857
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.2;0.3;1.0;CONCAVE;790681.1177218978;15.81351479280289;15.81351479280289;-2.52581955351161e-14;0.1999986396331893
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.2;0.3;1.0;CONCAVE;785556.8904413234;15.720897702931795;15.720897702931795;7.39456496035018e-14;0.20012424172232576
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.2;0.3;1.0;CONCAVE;784402.4758240981;15.681705612220656;15.681705612220656;9.47750322666252e-14;0.19991912437228515
SeparateWithPremptionScheduler-comparator_smallest_task-0.5;0;100;10000;0.2;0.3;1.0;CONCAVE;790681.1177218978;15.81351479280289;15.81351479280289;-2.52581955351161e-14;0.1999986396331893
SeparateWithPremptionScheduler-comparator_smallest_task-0.5;0;100;10000;0.2;0.3;1.0;CONCAVE;785556.8904413234;15.720897702931795;15.720897702931795;7.39456496035018e-14;0.20012424172232576
SeparateWithPremptionScheduler-comparator_smallest_task-0.5;0;100;10000;0.2;0.3;1.0;CONCAVE;784402.4758240981;15.681705612220656;15.681705612220656;9.47750322666252e-14;0.19991912437228515
SeparateWithPremptionScheduler-comparator_smallest_task-0.75;0;100;10000;0.2;0.3;1.0;CONCAVE;790681.1177218978;15.81351479280289;15.81351479280289;-2.52581955351161e-14;0.1999986396331893
SeparateWithPremptionScheduler-comparator_smallest_task-0.75;0;100;10000;0.2;0.3;1.0;CONCAVE;785556.8904413234;15.720897702931795;15.720897702931795;7.39456496035018e-14;0.20012424172232576
SeparateWithPremptionScheduler-comparator_smallest_task-0.75;0;100;10000;0.2;0.3;1.0;CONCAVE;784402.4758240981;15.681705612220656;15.681705612220656;9.47750322666252e-14;0.19991912437228515
SeparateWithPremptionScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;0.3;1.0;CONCAVE;790681.1177218978;15.81351479280289;15.81351479280289;-2.52581955351161e-14;0.1999986396331893
SeparateWithPremptionScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;0.3;1.0;CONCAVE;785556.8904413234;15.720897702931795;15.720897702931795;7.39456496035018e-14;0.20012424172232576
SeparateWithPremptionScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;0.3;1.0;CONCAVE;784402.4758240981;15.681705612220656;15.681705612220656;9.47750322666252e-14;0.19991912437228515
SeparateWithPremptionScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;0.3;1.0;CONCAVE;790681.1177218978;15.81351479280289;15.81351479280289;-2.52581955351161e-14;0.1999986396331893
SeparateWithPremptionScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;0.3;1.0;CONCAVE;785556.8904413234;15.720897702931795;15.720897702931795;7.39456496035018e-14;0.20012424172232576
SeparateWithPremptionScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;0.3;1.0;CONCAVE;784402.4758240981;15.681705612220656;15.681705612220656;9.47750322666252e-14;0.19991912437228515
SeparateWithPremptionScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;0.3;1.0;CONCAVE;790681.1177218978;15.81351479280289;15.81351479280289;-2.52581955351161e-14;0.1999986396331893
SeparateWithPremptionScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;0.3;1.0;CONCAVE;785556.8904413234;15.720897702931795;15.720897702931795;7.39456496035018e-14;0.20012424172232576
SeparateWithPremptionScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;0.3;1.0;CONCAVE;784402.4758240981;15.681705612220656;15.681705612220656;9.47750322666252e-14;0.19991912437228515
PreemptionScheduler-comparator_smallest_task;0;100;10000;0.2;0.3;1.0;CONCAVE;790681.1177218978;15.81351479280289;15.81351479280289;-2.52581955351161e-14;0.1999986396331893
PreemptionScheduler-comparator_smallest_task;0;100;10000;0.2;0.3;1.0;CONCAVE;785556.8904413234;15.720897702931795;15.720897702931795;7.39456496035018e-14;0.20012424172232576
PreemptionScheduler-comparator_smallest_task;0;100;10000;0.2;0.3;1.0;CONCAVE;784402.4758240981;15.681705612220656;15.681705612220656;9.47750322666252e-14;0.19991912437228515
PreemptionScheduler-comparator_oldest_task;0;100;10000;0.2;0.3;1.0;CONCAVE;790681.1177218978;15.81351479280289;15.81351479280289;-2.52581955351161e-14;0.1999986396331893
PreemptionScheduler-comparator_oldest_task;0;100;10000;0.2;0.3;1.0;CONCAVE;785556.8904413234;15.720897702931795;15.720897702931795;7.39456496035018e-14;0.20012424172232576
PreemptionScheduler-comparator_oldest_task;0;100;10000;0.2;0.3;1.0;CONCAVE;784402.4758240981;15.681705612220656;15.681705612220656;9.47750322666252e-14;0.19991912437228515
NaiveScheduler-comparator_smallest_task;0;100;10000;0.2;1.0;1.0;CONCAVE;3632723.704177032;72.6212953927875;72.6212953927875;-1.9155415031946178e-13;0.19990866717797717
NaiveScheduler-comparator_smallest_task;0;100;10000;0.2;1.0;1.0;CONCAVE;3525164.740558641;70.54430160986074;70.54430160986074;1.0396924210454017e-12;0.20011632590731412
NaiveScheduler-comparator_smallest_task;0;100;10000;0.2;1.0;1.0;CONCAVE;3472792.1675580973;69.47682464872642;69.47682464872642;7.339288288221724e-13;0.2000604162200105
NaiveScheduler-comparator_oldest_task;0;100;10000;0.2;1.0;1.0;CONCAVE;3632723.704177032;72.6212953927875;72.6212953927875;-1.9155415031946178e-13;0.19990866717797717
NaiveScheduler-comparator_oldest_task;0;100;10000;0.2;1.0;1.0;CONCAVE;3525164.740558641;70.54430160986074;70.54430160986074;1.0396924210454017e-12;0.20011632590731412
NaiveScheduler-comparator_oldest_task;0;100;10000;0.2;1.0;1.0;CONCAVE;3472792.1675580973;69.47682464872642;69.47682464872642;7.339288288221724e-13;0.2000604162200105
SeparateScheduler-comparator_smallest_task-0.25;0;100;10000;0.2;1.0;1.0;CONCAVE;3632782.498938018;122.47962196065859;122.47962196065859;49.85832656787089;0.19990543175656028
SeparateScheduler-comparator_smallest_task-0.25;0;100;10000;0.2;1.0;1.0;CONCAVE;3525208.3749085246;120.18199702347681;120.18199702347681;49.63769541361712;0.20011384890599632
SeparateScheduler-comparator_smallest_task-0.25;0;100;10000;0.2;1.0;1.0;CONCAVE;3472826.7730774647;119.06297287092063;119.06297287092063;49.58614822219495;0.20005842268705612
SeparateScheduler-comparator_smallest_task-0.5;0;100;10000;0.2;1.0;1.0;CONCAVE;3632900.088459989;145.64631000114065;145.2425907855764;73.02501460835295;0.19989896122789594
SeparateScheduler-comparator_smallest_task-0.5;0;100;10000;0.2;1.0;1.0;CONCAVE;3525179.2853419357;142.09143616111453;141.0886032197178;71.54713455125481;0.20011550023339073
SeparateScheduler-comparator_smallest_task-0.5;0;100;10000;0.2;1.0;1.0;CONCAVE;3472803.7027312196;140.28979289863588;138.95364929745213;70.8129682499102;0.20005975170461063
SeparateScheduler-comparator_smallest_task-0.75;0;100;10000;0.2;1.0;1.0;CONCAVE;3633252.857025902;397.7734186660122;264.83395346754344;325.1521232732245;0.19987955215490882
SeparateScheduler-comparator_smallest_task-0.75;0;100;10000;0.2;1.0;1.0;CONCAVE;3525169.588819739;376.0397989646331;256.05427822910985;305.4954973547734;0.20011605068191735
SeparateScheduler-comparator_smallest_task-0.75;0;100;10000;0.2;1.0;1.0;CONCAVE;3473512.0084967697;379.76506014535755;251.4800919222832;310.28823549663184;0.20001895625745428
SeparateScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;1.0;1.0;CONCAVE;3632782.498938018;122.47962196065859;122.47962196065859;49.85832656787089;0.19990543175656028
SeparateScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;1.0;1.0;CONCAVE;3525208.3749085246;120.18199702347681;120.18199702347681;49.63769541361712;0.20011384890599632
SeparateScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;1.0;1.0;CONCAVE;3472826.7730774647;119.06297287092063;119.06297287092063;49.58614822219495;0.20005842268705612
SeparateScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;1.0;1.0;CONCAVE;3632900.088459989;145.64631000114065;145.2425907855764;73.02501460835295;0.19989896122789594
SeparateScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;1.0;1.0;CONCAVE;3525179.2853419357;142.09143616111453;141.0886032197178;71.54713455125481;0.20011550023339073
SeparateScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;1.0;1.0;CONCAVE;3472803.7027312196;140.28979289863588;138.95364929745213;70.8129682499102;0.20005975170461063
SeparateScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;1.0;1.0;CONCAVE;3633252.857025902;398.3153054469961;264.83395346754344;325.6940100542084;0.19987955215490882
SeparateScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;1.0;1.0;CONCAVE;3525169.588819739;376.5963953646504;256.05427822910985;306.0520937547907;0.20011605068191735
SeparateScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;1.0;1.0;CONCAVE;3473512.0084967697;380.4997300945394;251.4800919222832;311.02290544581376;0.20001895625745428
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.2;1.0;1.0;CONCAVE;3632723.704177032;72.6212953927875;72.6212953927875;-1.9155415031946178e-13;0.19990866717797717
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.2;1.0;1.0;CONCAVE;3525164.740558641;70.54430160986074;70.54430160986074;1.0396924210454017e-12;0.20011632590731412
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.2;1.0;1.0;CONCAVE;3472792.1675580973;69.47682464872642;69.47682464872642;7.339288288221724e-13;0.2000604162200105
SeparateWithPremptionScheduler-comparator_smallest_task-0.5;0;100;10000;0.2;1.0;1.0;CONCAVE;3632723.704177032;72.6212953927875;72.6212953927875;-1.9155415031946178e-13;0.19990866717797717
SeparateWithPremptionScheduler-comparator_smallest_task-0.5;0;100;10000;0.2;1.0;1.0;CONCAVE;3525164.740558641;70.54430160986074;70.54430160986074;1.0396924210454017e-12;0.20011632590731412
SeparateWithPremptionScheduler-comparator_smallest_task-0.5;0;100;10000;0.2;1.0;1.0;CONCAVE;3472792.1675580973;69.47682464872642;69.47682464872642;7.339288288221724e-13;0.2000604162200105
SeparateWithPremptionScheduler-comparator_smallest_task-0.75;0;100;10000;0.2;1.0;1.0;CONCAVE;3632723.704177032;72.6212953927875;72.6212953927875;-1.9155415031946178e-13;0.19990866717797717
SeparateWithPremptionScheduler-comparator_smallest_task-0.75;0;100;10000;0.2;1.0;1.0;CONCAVE;3525164.740558641;70.54430160986074;70.54430160986074;1.0396924210454017e-12;0.20011632590731412
SeparateWithPremptionScheduler-comparator_smallest_task-0.75;0;100;10000;0.2;1.0;1.0;CONCAVE;3472792.1675580973;69.47682464872642;69.47682464872642;7.339288288221724e-13;0.2000604162200105
SeparateWithPremptionScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;1.0;1.0;CONCAVE;3632723.704177032;72.6212953927875;72.6212953927875;-1.9155415031946178e-13;0.19990866717797717
SeparateWithPremptionScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;1.0;1.0;CONCAVE;3525164.740558641;70.54430160986074;70.54430160986074;1.0396924210454017e-12;0.20011632590731412
SeparateWithPremptionScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;1.0;1.0;CONCAVE;3472792.1675580973;69.47682464872642;69.47682464872642;7.339288288221724e-13;0.2000604162200105
SeparateWithPremptionScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;1.0;1.0;CONCAVE;3632723.704177032;72.6212953927875;72.6212953927875;-1.9155415031946178e-13;0.19990866717797717
SeparateWithPremptionScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;1.0;1.0;CONCAVE;3525164.740558641;70.54430160986074;70.54430160986074;1.0396924210454017e-12;0.20011632590731412
SeparateWithPremptionScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;1.0;1.0;CONCAVE;3472792.1675580973;69.47682464872642;69.47682464872642;7.339288288221724e-13;0.2000604162200105
SeparateWithPremptionScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;1.0;1.0;CONCAVE;3632723.704177032;72.6212953927875;72.6212953927875;-1.9155415031946178e-13;0.19990866717797717
SeparateWithPremptionScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;1.0;1.0;CONCAVE;3525164.740558641;70.54430160986074;70.54430160986074;1.0396924210454017e-12;0.20011632590731412
SeparateWithPremptionScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;1.0;1.0;CONCAVE;3472792.1675580973;69.47682464872642;69.47682464872642;7.339288288221724e-13;0.2000604162200105
PreemptionScheduler-comparator_smallest_task;0;100;10000;0.2;1.0;1.0;CONCAVE;3632723.704177032;72.6212953927875;72.6212953927875;-1.9155415031946178e-13;0.19990866717797717
PreemptionScheduler-comparator_smallest_task;0;100;10000;0.2;1.0;1.0;CONCAVE;3525164.740558641;70.54430160986074;70.54430160986074;1.0396924210454017e-12;0.20011632590731412
PreemptionScheduler-comparator_smallest_task;0;100;10000;0.2;1.0;1.0;CONCAVE;3472792.1675580973;69.47682464872642;69.47682464872642;7.339288288221724e-13;0.2000604162200105
PreemptionScheduler-comparator_oldest_task;0;100;10000;0.2;1.0;1.0;CONCAVE;3632723.704177032;72.6212953927875;72.6212953927875;-1.9155415031946178e-13;0.19990866717797717
PreemptionScheduler-comparator_oldest_task;0;100;10000;0.2;1.0;1.0;CONCAVE;3525164.740558641;70.54430160986074;70.54430160986074;1.0396924210454017e-12;0.20011632590731412
PreemptionScheduler-comparator_oldest_task;0;100;10000;0.2;1.0;1.0;CONCAVE;3472792.1675580973;69.47682464872642;69.47682464872642;7.339288288221724e-13;0.2000604162200105
NaiveScheduler-comparator_smallest_task;0;100;10000;0.2;2.0;1.0;CONCAVE;4788399.5499606645;111.93673067968088;95.75011705620972;16.186613623470034;0.19996267240689305
NaiveScheduler-comparator_smallest_task;0;100;10000;0.2;2.0;1.0;CONCAVE;5058076.01223044;113.79518938948041;101.17894390121508;12.616245488264228;0.20003444720198785
NaiveScheduler-comparator_smallest_task;0;100;10000;0.2;2.0;1.0;CONCAVE;4938105.999403411;113.29372124022039;98.69076232097142;14.602958919251153;0.19985549587816592
NaiveScheduler-comparator_oldest_task;0;100;10000;0.2;2.0;1.0;CONCAVE;4788399.5499606645;111.93673067968088;95.75011705620972;16.186613623470034;0.19996267240689305
NaiveScheduler-comparator_oldest_task;0;100;10000;0.2;2.0;1.0;CONCAVE;5058076.01223044;113.79518938948041;101.17894390121508;12.616245488264228;0.20003444720198785
NaiveScheduler-comparator_oldest_task;0;100;10000;0.2;2.0;1.0;CONCAVE;4938105.999403411;113.29372124022039;98.69076232097142;14.602958919251153;0.19985549587816592
SeparateScheduler-comparator_smallest_task-0.25;0;100;10000;0.2;2.0;1.0;CONCAVE;4788590.7087651575;169.79047599247198;161.890758041148;74.04035893626113;0.19995468996952967
SeparateScheduler-comparator_smallest_task-0.25;0;100;10000;0.2;2.0;1.0;CONCAVE;5058128.314480069;176.35387786312958;168.7389212181071;75.1749339619134;0.20003237879823693
SeparateScheduler-comparator_smallest_task-0.25;0;100;10000;0.2;2.0;1.0;CONCAVE;4938474.162407948;174.02818664227433;165.6846961934613;75.33742432130508;0.1998405966608284
SeparateScheduler-comparator_smallest_task-0.5;0;100;10000;0.2;2.0;1.0;CONCAVE;4788973.026374144;219.99819163614237;191.50023411242262;124.24807457993151;0.1999387270065839
SeparateScheduler-comparator_smallest_task-0.5;0;100;10000;0.2;2.0;1.0;CONCAVE;5058093.44631365;231.88314447107797;202.3578878024316;130.7042005698618;0.20003375772931853
SeparateScheduler-comparator_smallest_task-0.5;0;100;10000;0.2;2.0;1.0;CONCAVE;4939241.317645444;227.08605987367804;197.38152464193897;128.3952975527088;0.19980955773186618
SeparateScheduler-comparator_smallest_task-0.75;0;100;10000;0.2;2.0;1.0;CONCAVE;4790119.979201101;660.23631817906;348.7765329253119;564.4862011228493;0.19989085340651777
SeparateScheduler-comparator_smallest_task-0.75;0;100;10000;0.2;2.0;1.0;CONCAVE;5058081.82359151;739.1812244172734;370.88211292171303;638.0022805160571;0.20003421737723864
SeparateScheduler-comparator_smallest_task-0.75;0;100;10000;0.2;2.0;1.0;CONCAVE;4941542.783357931;667.0613916651068;360.6660361850446;568.3706293441377;0.19971649876905015
SeparateScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;2.0;1.0;CONCAVE;4788590.7087651575;169.79133670406074;161.890758041148;74.04121964784989;0.19995468996952967
SeparateScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;2.0;1.0;CONCAVE;5058128.314480069;176.35401844481143;168.7389212181071;75.17507454359523;0.20003237879823693
SeparateScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;2.0;1.0;CONCAVE;4938474.162407948;174.02947686180406;165.6846961934613;75.33871454083483;0.1998405966608284
SeparateScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;2.0;1.0;CONCAVE;4788973.026374144;220.0159474010921;191.50023411242262;124.26583034488125;0.1999387270065839
SeparateScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;2.0;1.0;CONCAVE;5058093.44631365;231.90820677741382;202.3578878024316;130.72926287619765;0.20003375772931853
SeparateScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;2.0;1.0;CONCAVE;4939241.317645444;227.10110350486957;197.38152464193897;128.41034118390033;0.19980955773186618
SeparateScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;2.0;1.0;CONCAVE;4790119.979201101;660.8659199214467;348.7765329253119;565.1158028652359;0.19989085340651777
SeparateScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;2.0;1.0;CONCAVE;5058081.82359151;740.158227043677;370.88211292171303;638.9792831424608;0.20003421737723864
SeparateScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;2.0;1.0;CONCAVE;4941542.783357931;667.7436341417866;360.6660361850446;569.0528718208174;0.19971649876905015
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.2;2.0;1.0;CONCAVE;4788399.5499606645;111.57740275800423;103.09587894499221;15.827285701793382;0.1999626724068938
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.2;2.0;1.0;CONCAVE;5058076.01223044;117.4254501291619;108.60848287135613;16.24650622794572;0.2000344472019916
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.2;2.0;1.0;CONCAVE;4938105.999403411;115.14750402846451;106.08332822844793;16.456741707495276;0.19985549587816318
SeparateWithPremptionScheduler-comparator_smallest_task-0.5;0;100;10000;0.2;2.0;1.0;CONCAVE;4788399.5499606645;107.91733581208503;99.43543260882915;12.167218755874176;0.1999626724068932
SeparateWithPremptionScheduler-comparator_smallest_task-0.5;0;100;10000;0.2;2.0;1.0;CONCAVE;5058076.01223044;113.87382109667604;105.04540443451963;12.694877195459858;0.20003444720198885
SeparateWithPremptionScheduler-comparator_smallest_task-0.5;0;100;10000;0.2;2.0;1.0;CONCAVE;4938105.999403411;111.49952805549431;102.43192254314924;12.808765734525075;0.1998554958781627
SeparateWithPremptionScheduler-comparator_smallest_task-0.75;0;100;10000;0.2;2.0;1.0;CONCAVE;4788399.5499606645;106.68889729454449;98.20699409128872;10.938780238333646;0.199962672406893
SeparateWithPremptionScheduler-comparator_smallest_task-0.75;0;100;10000;0.2;2.0;1.0;CONCAVE;5058076.01223044;112.59384382163505;103.76391630554576;11.414899920418867;0.20003444720199132
SeparateWithPremptionScheduler-comparator_smallest_task-0.75;0;100;10000;0.2;2.0;1.0;CONCAVE;4938105.999403411;110.25261273368922;101.18486913575929;11.561850412719979;0.19985549587816517
SeparateWithPremptionScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;2.0;1.0;CONCAVE;4788399.5499606645;105.52757265224506;103.09587894499214;9.777455596034214;0.1999626724068938
SeparateWithPremptionScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;2.0;1.0;CONCAVE;5058076.01223044;110.55699761261579;108.6084828713562;9.378053711399609;0.2000344472019916
SeparateWithPremptionScheduler-comparator_oldest_task-0.25;0;100;10000;0.2;2.0;1.0;CONCAVE;4938105.999403411;108.4511774023334;106.08332822844798;9.760415081364153;0.1998554958781632
SeparateWithPremptionScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;2.0;1.0;CONCAVE;4788399.5499606645;101.86712631608206;99.43543260882915;6.117009259871217;0.1999626724068932
SeparateWithPremptionScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;2.0;1.0;CONCAVE;5058076.01223044;106.99391917577921;105.04540443451963;5.814975274563036;0.20003444720198885
SeparateWithPremptionScheduler-comparator_oldest_task-0.5;0;100;10000;0.2;2.0;1.0;CONCAVE;4938105.999403411;104.79977171703466;102.43192254314924;6.109009396065415;0.1998554958781627
SeparateWithPremptionScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;2.0;1.0;CONCAVE;4788399.5499606645;100.63868779854162;98.20699409128872;4.888570742330786;0.199962672406893
SeparateWithPremptionScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;2.0;1.0;CONCAVE;5058076.01223044;105.71243104680535;103.76391630554576;4.533487145589165;0.20003444720199132
SeparateWithPremptionScheduler-comparator_oldest_task-0.75;0;100;10000;0.2;2.0;1.0;CONCAVE;4938105.999403411;103.55271830964469;101.18486913575929;4.861955988675453;0.19985549587816517
PreemptionScheduler-comparator_smallest_task;0;100;10000;0.2;2.0;1.0;CONCAVE;4788399.5499606645;104.31591232241868;104.31591232241868;8.565795266207838;0.19996267240689386
PreemptionScheduler-comparator_smallest_task;0;100;10000;0.2;2.0;1.0;CONCAVE;5058076.01223044;108.94566844654341;108.94566844654341;7.766724545327232;0.20003444720198957
PreemptionScheduler-comparator_smallest_task;0;100;10000;0.2;2.0;1.0;CONCAVE;4938105.999403411;107.17151329527877;107.17151329527877;8.480750974309535;0.19985549587816087
PreemptionScheduler-comparator_oldest_task;0;100;10000;0.2;2.0;1.0;CONCAVE;4788399.5499606645;104.31643372225695;104.31643372225695;8.566316666046102;0.19996267240689386
PreemptionScheduler-comparator_oldest_task;0;100;10000;0.2;2.0;1.0;CONCAVE;5058076.01223044;108.94576646258898;108.94576646258898;7.766822561372801;0.20003444720198957
PreemptionScheduler-comparator_oldest_task;0;100;10000;0.2;2.0;1.0;CONCAVE;4938105.999403411;107.17156013314961;107.17156013314961;8.480797812180374;0.1998554958781607
NaiveScheduler-comparator_smallest_task;0;100;10000;0.2;5.0;1.0;CONCAVE;6564917.417562615;453.0226475865385;131.45652889306226;321.5661186934776;0.20024094825836947
NaiveScheduler-comparator_smallest_task;0;100;10000;0.2;5.0;1.0;CONCAVE;6451236.963229258;454.3347440552003;129.02453762347585;325.3102064317236;0.19999968743806698
NaiveScheduler-comparator_smallest_task;0;100;10000;0.2;5.0;1.0;CONCAVE;6353375.259048465;448.1715493717702;127.04115465849208;321.1303947132816;0.19995852515961524
NaiveScheduler-comparator_oldest_task;0;100;10000;0.2;5.0;1.0;CONCAVE;6564917.417562615;522.1360262420797;131.45652889306228;390.67949734901873;0.20024094825836952
NaiveScheduler-comparator_oldest_task;0;100;10000;0.2;5.0;1.0;CONCAVE;6451236.963229258;526.2647641725295;129.02453762347585;397.24022654905275;0.19999968743806698
