name;test_number;n_procesors;task_number;max_load;cov;max_part_of_processors;length_function;max_end;mean_response_time;mean_processing_time;mean_ideal_delay_time;actual_resource_load
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.6;0.3;1.0;CONCAVE;262367.4079637048;15.734666814027058;15.734666814027058;9.699459013745581e-14;0.5997188041055664
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.6;0.3;1.0;CONCAVE;263293.608076695;15.811530306826603;15.811530306826603;7.159108861287677e-14;0.6005284527158299
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.6;0.3;1.0;CONCAVE;262694.2477786485;15.758750255864141;15.758750255864141;-7.666773882419875e-14;0.5998894299787929
SeparateWithPremptionScheduler-comparator_smallest_task-0.5;0;100;10000;0.6;0.3;1.0;CONCAVE;262367.4079637048;15.734666814027058;15.734666814027058;9.699459013745581e-14;0.5997188041055664
SeparateWithPremptionScheduler-comparator_smallest_task-0.5;0;100;10000;0.6;0.3;1.0;CONCAVE;263293.608076695;15.811530306826603;15.811530306826603;7.159108861287677e-14;0.6005284527158299
SeparateWithPremptionScheduler-comparator_smallest_task-0.5;0;100;10000;0.6;0.3;1.0;CONCAVE;262694.2477786485;15.758750255864141;15.758750255864141;-7.666773882419875e-14;0.5998894299787929
SeparateWithPremptionScheduler-comparator_smallest_task-0.75;0;100;10000;0.6;0.3;1.0;CONCAVE;262367.4079637048;15.734666814027058;15.734666814027058;9.699459013745581e-14;0.5997188041055664
SeparateWithPremptionScheduler-comparator_smallest_task-0.75;0;100;10000;0.6;0.3;1.0;CONCAVE;263293.608076695;15.811530306826603;15.811530306826603;7.159108861287677e-14;0.6005284527158299
SeparateWithPremptionScheduler-comparator_smallest_task-0.75;0;100;10000;0.6;0.3;1.0;CONCAVE;262694.2477786485;15.758750255864141;15.758750255864141;-7.666773882419875e-14;0.5998894299787929
SeparateWithPremptionScheduler-comparator_smallest_task-0.95;0;100;10000;0.6;0.3;1.0;CONCAVE;262367.4079637048;15.734666814027058;15.734666814027058;9.699459013745581e-14;0.5997188041055664
SeparateWithPremptionScheduler-comparator_smallest_task-0.95;0;100;10000;0.6;0.3;1.0;CONCAVE;263293.608076695;15.811530306826603;15.811530306826603;7.159108861287677e-14;0.6005284527158299
SeparateWithPremptionScheduler-comparator_smallest_task-0.95;0;100;10000;0.6;0.3;1.0;CONCAVE;262694.2477786485;15.758750255864141;15.758750255864141;-7.666773882419875e-14;0.5998894299787929
SeparateWithPremptionScheduler-comparator_oldest_task-0.2;0;100;10000;0.6;0.3;1.0;CONCAVE;262367.4079637048;15.734666814027058;15.734666814027058;9.699459013745581e-14;0.5997188041055664
SeparateWithPremptionScheduler-comparator_oldest_task-0.2;0;100;10000;0.6;0.3;1.0;CONCAVE;263293.608076695;15.811530306826603;15.811530306826603;7.159108861287677e-14;0.6005284527158299
SeparateWithPremptionScheduler-comparator_oldest_task-0.2;0;100;10000;0.6;0.3;1.0;CONCAVE;262694.2477786485;15.758750255864141;15.758750255864141;-7.666773882419875e-14;0.5998894299787929
SeparateWithPremptionScheduler-comparator_oldest_task-0.25;0;100;10000;0.6;0.3;1.0;CONCAVE;262367.4079637048;15.734666814027058;15.734666814027058;9.699459013745581e-14;0.5997188041055664
SeparateWithPremptionScheduler-comparator_oldest_task-0.25;0;100;10000;0.6;0.3;1.0;CONCAVE;263293.608076695;15.811530306826603;15.811530306826603;7.159108861287677e-14;0.6005284527158299
SeparateWithPremptionScheduler-comparator_oldest_task-0.25;0;100;10000;0.6;0.3;1.0;CONCAVE;262694.2477786485;15.758750255864141;15.758750255864141;-7.666773882419875e-14;0.5998894299787929
SeparateWithPremptionScheduler-comparator_oldest_task-0.5;0;100;10000;0.6;0.3;1.0;CONCAVE;262367.4079637048;15.734666814027058;15.734666814027058;9.699459013745581e-14;0.5997188041055664
SeparateWithPremptionScheduler-comparator_oldest_task-0.5;0;100;10000;0.6;0.3;1.0;CONCAVE;263293.608076695;15.811530306826603;15.811530306826603;7.159108861287677e-14;0.6005284527158299
SeparateWithPremptionScheduler-comparator_oldest_task-0.5;0;100;10000;0.6;0.3;1.0;CONCAVE;262694.2477786485;15.758750255864141;15.758750255864141;-7.666773882419875e-14;0.5998894299787929
SeparateWithPremptionScheduler-comparator_oldest_task-0.75;0;100;10000;0.6;0.3;1.0;CONCAVE;262367.4079637048;15.734666814027058;15.734666814027058;9.699459013745581e-14;0.5997188041055664
SeparateWithPremptionScheduler-comparator_oldest_task-0.75;0;100;10000;0.6;0.3;1.0;CONCAVE;263293.608076695;15.811530306826603;15.811530306826603;7.159108861287677e-14;0.6005284527158299
SeparateWithPremptionScheduler-comparator_oldest_task-0.75;0;100;10000;0.6;0.3;1.0;CONCAVE;262694.2477786485;15.758750255864141;15.758750255864141;-7.666773882419875e-14;0.5998894299787929
SeparateWithPremptionScheduler-comparator_oldest_task-0.95;0;100;10000;0.6;0.3;1.0;CONCAVE;262367.4079637048;15.734666814027058;15.734666814027058;9.699459013745581e-14;0.5997188041055664
SeparateWithPremptionScheduler-comparator_oldest_task-0.95;0;100;10000;0.6;0.3;1.0;CONCAVE;263293.608076695;15.811530306826603;15.811530306826603;7.159108861287677e-14;0.6005284527158299
SeparateWithPremptionScheduler-comparator_oldest_task-0.95;0;100;10000;0.6;0.3;1.0;CONCAVE;262694.2477786485;15.758750255864141;15.758750255864141;-7.666773882419875e-14;0.5998894299787929
PreemptionScheduler-comparator_smallest_task;0;100;10000;0.6;0.3;1.0;CONCAVE;262367.4079637048;15.734666814027058;15.734666814027058;9.699459013745581e-14;0.5997188041055664
PreemptionScheduler-comparator_smallest_task;0;100;10000;0.6;0.3;1.0;CONCAVE;263293.608076695;15.811530306826603;15.811530306826603;7.159108861287677e-14;0.6005284527158299
PreemptionScheduler-comparator_smallest_task;0;100;10000;0.6;0.3;1.0;CONCAVE;262694.2477786485;15.758750255864141;15.758750255864141;-7.666773882419875e-14;0.5998894299787929
PreemptionScheduler-comparator_oldest_task;0;100;10000;0.6;0.3;1.0;CONCAVE;262367.4079637048;15.734666814027058;15.734666814027058;9.699459013745581e-14;0.5997188041055664
PreemptionScheduler-comparator_oldest_task;0;100;10000;0.6;0.3;1.0;CONCAVE;263293.608076695;15.811530306826603;15.811530306826603;7.159108861287677e-14;0.6005284527158299
PreemptionScheduler-comparator_oldest_task;0;100;10000;0.6;0.3;1.0;CONCAVE;262694.2477786485;15.758750255864141;15.758750255864141;-7.666773882419875e-14;0.5998894299787929
NaiveScheduler-comparator_smallest_task;0;100;10000;0.8;0.3;1.0;CONCAVE;196612.51194664775;16.613128104442847;15.72103925717471;0.8920888472681567;0.7995950563634905
NaiveScheduler-comparator_smallest_task;0;100;10000;0.8;0.3;1.0;CONCAVE;196667.30724235633;16.64828392243119;15.722865280730435;0.9254186417007058;0.7994651221494029
NaiveScheduler-comparator_smallest_task;0;100;10000;0.8;0.3;1.0;CONCAVE;197196.4467749825;16.65386747134659;15.77753449722167;0.8763329741248779;0.8000922306285353
NaiveScheduler-comparator_oldest_task;0;100;10000;0.8;0.3;1.0;CONCAVE;196612.51194664775;16.613128104442847;15.72103925717471;0.8920888472681567;0.7995950563634905
NaiveScheduler-comparator_oldest_task;0;100;10000;0.8;0.3;1.0;CONCAVE;196667.30724235633;16.64828392243119;15.722865280730435;0.9254186417007058;0.7994651221494029
NaiveScheduler-comparator_oldest_task;0;100;10000;0.8;0.3;1.0;CONCAVE;197196.4467749825;16.65386747134659;15.77753449722167;0.8763329741248779;0.8000922306285353
SeparateScheduler-comparator_smallest_task-0.05;0;100;10000;0.8;0.3;1.0;CONCAVE;196613.08836968298;18.556520366856954;16.548462375973443;2.835481109682265;0.7995927121400601
SeparateScheduler-comparator_smallest_task-0.05;0;100;10000;0.8;0.3;1.0;CONCAVE;196669.9885361676;18.63605906640406;16.55038450603213;2.9131937856735717;0.7994542226679932
SeparateScheduler-comparator_smallest_task-0.05;0;100;10000;0.8;0.3;1.0;CONCAVE;197197.03042881459;18.62859217373449;16.60793104970703;2.851057676512777;0.8000898625558731
SeparateScheduler-comparator_smallest_task-0.25;0;100;10000;0.8;0.3;1.0;CONCAVE;209613.85676232888;5072.151986536736;20.96138567623289;5056.430947279562;0.7500000000000007
SeparateScheduler-comparator_smallest_task-0.25;0;100;10000;0.8;0.3;1.0;CONCAVE;209643.4610902693;4707.3115000748185;20.963820374307303;4691.588634794089;0.7499811918274153
SeparateScheduler-comparator_smallest_task-0.25;0;100;10000;0.8;0.3;1.0;CONCAVE;210371.44676449455;5174.795197752318;21.036712662962294;5159.0176632550965;0.7499845981895182
SeparateScheduler-comparator_smallest_task-0.5;0;100;10000;0.8;0.3;1.0;CONCAVE;314420.7851434941;44692.41826459708;31.442078514349408;44676.69722533991;0.5000000000000002
SeparateScheduler-comparator_smallest_task-0.5;0;100;10000;0.8;0.3;1.0;CONCAVE;314457.30561460915;44336.81546985712;31.445730561460916;44321.09260457639;0.5000000000000001
SeparateScheduler-comparator_smallest_task-0.5;0;100;10000;0.8;0.3;1.0;CONCAVE;315550.6899444345;45062.35330732704;31.55506899444345;45046.57577282981;0.5000000000000004
SeparateScheduler-comparator_smallest_task-0.75;0;100;10000;0.8;0.3;1.0;CONCAVE;628841.5702869876;167220.37338596323;62.88415702869876;167204.65234670605;0.24999999999999994
SeparateScheduler-comparator_smallest_task-0.75;0;100;10000;0.8;0.3;1.0;CONCAVE;628914.6112292188;167147.8451504555;62.891461122921875;167132.12228517476;0.24999999999999994
SeparateScheduler-comparator_smallest_task-0.75;0;100;10000;0.8;0.3;1.0;CONCAVE;631101.37988887;167995.37491294794;63.110137988887004;167979.59737845074;0.24999999999999994
SeparateScheduler-comparator_smallest_task-0.95;0;100;10000;0.8;0.3;1.0;CONCAVE;3144207.8514349437;1225045.8827458029;314.42078514349436;1225030.1617065456;0.05
SeparateScheduler-comparator_smallest_task-0.95;0;100;10000;0.8;0.3;1.0;CONCAVE;3144573.056146095;1225142.0855827623;314.4573056146095;1225126.3627174816;0.05
SeparateScheduler-comparator_smallest_task-0.95;0;100;10000;0.8;0.3;1.0;CONCAVE;3155506.89944434;1229870.385041835;315.550689944434;1229854.6075073378;0.049999999999999996
SeparateScheduler-comparator_oldest_task-0.05;0;100;10000;0.8;0.3;1.0;CONCAVE;196613.08836968298;18.556593379842337;16.548462375973443;2.835554122667646;0.7995927121400601
SeparateScheduler-comparator_oldest_task-0.05;0;100;10000;0.8;0.3;1.0;CONCAVE;196669.9885361676;18.640302021576066;16.55038450603213;2.9174367408455812;0.7994542226679932
SeparateScheduler-comparator_oldest_task-0.05;0;100;10000;0.8;0.3;1.0;CONCAVE;197197.03042881459;18.629619387447846;16.60793104970703;2.852084890226134;0.8000898625558731
SeparateScheduler-comparator_oldest_task-0.25;0;100;10000;0.8;0.3;1.0;CONCAVE;209613.85676232903;6846.355543864444;20.961385676232904;6830.634504607269;0.7500000000000002
SeparateScheduler-comparator_oldest_task-0.25;0;100;10000;0.8;0.3;1.0;CONCAVE;209643.46109026886;6329.099693719993;20.96382037430726;6313.376828439263;0.7499811918274155
SeparateScheduler-comparator_oldest_task-0.25;0;100;10000;0.8;0.3;1.0;CONCAVE;210371.4467644949;6964.993678557297;21.03671266296233;6949.216144060076;0.749984598189518
SeparateScheduler-comparator_oldest_task-0.5;0;100;10000;0.8;0.3;1.0;CONCAVE;314420.7851434929;59407.903438401874;31.44207851434929;59392.1823991447;0.4999999999999998
SeparateScheduler-comparator_oldest_task-0.5;0;100;10000;0.8;0.3;1.0;CONCAVE;314457.30561460805;58658.80442971922;31.445730561460806;58643.081564438486;0.49999999999999967
SeparateScheduler-comparator_oldest_task-0.5;0;100;10000;0.8;0.3;1.0;CONCAVE;315550.68994443334;59722.39754696581;31.555068994443335;59706.620012468586;0.4999999999999997
SeparateScheduler-comparator_oldest_task-0.75;0;100;10000;0.8;0.3;1.0;CONCAVE;628841.5702869858;217092.5471220144;62.88415702869858;217076.8260827572;0.24999999999999992
SeparateScheduler-comparator_oldest_task-0.75;0;100;10000;0.8;0.3;1.0;CONCAVE;628914.6112292161;215663.68437048822;62.89146112292161;215647.9615052075;0.2500000000000001
SeparateScheduler-comparator_oldest_task-0.75;0;100;10000;0.8;0.3;1.0;CONCAVE;631101.3798888667;218007.56826076627;63.11013798888667;217991.79072626907;0.24999999999999992
SeparateScheduler-comparator_oldest_task-0.95;0;100;10000;0.8;0.3;1.0;CONCAVE;3144207.851434949;1478569.6965909177;314.42078514349487;1478553.9755516604;0.05
SeparateScheduler-comparator_oldest_task-0.95;0;100;10000;0.8;0.3;1.0;CONCAVE;3144573.0561460922;1471702.723896642;314.4573056146092;1471687.0010313613;0.049999999999999996
SeparateScheduler-comparator_oldest_task-0.95;0;100;10000;0.8;0.3;1.0;CONCAVE;3155506.8994443486;1484288.933971172;315.55068994443485;1484273.1564366748;0.049999999999999996
SeparateWithPremptionScheduler-comparator_smallest_task-0.05;0;100;10000;0.8;0.3;1.0;CONCAVE;196612.51194664775;22.295682167556187;15.721039257174713;6.574642910381499;0.7995950563634905
SeparateWithPremptionScheduler-comparator_smallest_task-0.05;0;100;10000;0.8;0.3;1.0;CONCAVE;196667.30724235633;22.175018264931893;15.722865280730431;6.452152984201408;0.7994651221494028
SeparateWithPremptionScheduler-comparator_smallest_task-0.05;0;100;10000;0.8;0.3;1.0;CONCAVE;197196.4467749825;22.505677596182178;15.77753449722167;6.728143098960467;0.8000922306285353
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.8;0.3;1.0;CONCAVE;196612.51194664775;22.295682167556187;15.721039257174713;6.574642910381499;0.7995950563634905
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.8;0.3;1.0;CONCAVE;196667.30724235633;22.175018264931893;15.722865280730431;6.452152984201408;0.7994651221494028
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.8;0.3;1.0;CONCAVE;197196.4467749825;22.505677596182178;15.77753449722167;6.728143098960467;0.8000922306285353
SeparateWithPremptionScheduler-comparator_smallest_task-0.5;0;100;10000;0.8;0.3;1.0;CONCAVE;196612.51194664775;22.295682167556187;15.721039257174713;6.574642910381499;0.7995950563634905
SeparateWithPremptionScheduler-comparator_smallest_task-0.5;0;100;10000;0.8;0.3;1.0;CONCAVE;196667.30724235633;22.175018264931893;15.722865280730431;6.452152984201408;0.7994651221494028
SeparateWithPremptionScheduler-comparator_smallest_task-0.5;0;100;10000;0.8;0.3;1.0;CONCAVE;197196.4467749825;22.505677596182178;15.77753449722167;6.728143098960467;0.8000922306285353
SeparateWithPremptionScheduler-comparator_smallest_task-0.75;0;100;10000;0.8;0.3;1.0;CONCAVE;196612.51194664775;22.295682167556187;15.721039257174713;6.574642910381499;0.7995950563634905
SeparateWithPremptionScheduler-comparator_smallest_task-0.75;0;100;10000;0.8;0.3;1.0;CONCAVE;196667.30724235633;22.175018264931893;15.722865280730431;6.452152984201408;0.7994651221494028
SeparateWithPremptionScheduler-comparator_smallest_task-0.75;0;100;10000;0.8;0.3;1.0;CONCAVE;197196.4467749825;22.505677596182178;15.77753449722167;6.728143098960467;0.8000922306285353
SeparateWithPremptionScheduler-comparator_smallest_task-0.95;0;100;10000;0.8;0.3;1.0;CONCAVE;196612.51194664775;22.295682167556187;15.721039257174713;6.574642910381499;0.7995950563634905
SeparateWithPremptionScheduler-comparator_smallest_task-0.95;0;100;10000;0.8;0.3;1.0;CONCAVE;196667.30724235633;22.175018264931893;15.722865280730431;6.452152984201408;0.7994651221494028
SeparateWithPremptionScheduler-comparator_smallest_task-0.95;0;100;10000;0.8;0.3;1.0;CONCAVE;197196.4467749825;22.505677596182178;15.77753449722167;6.728143098960467;0.8000922306285353
SeparateWithPremptionScheduler-comparator_oldest_task-0.2;0;100;10000;0.8;0.3;1.0;CONCAVE;196612.51194664775;16.613128104442847;15.72103925717471;0.8920888472681567;0.7995950563634905
SeparateWithPremptionScheduler-comparator_oldest_task-0.2;0;100;10000;0.8;0.3;1.0;CONCAVE;196667.30724235633;16.648283922431183;15.722865280730433;0.9254186417006955;0.7994651221494029
SeparateWithPremptionScheduler-comparator_oldest_task-0.2;0;100;10000;0.8;0.3;1.0;CONCAVE;197196.4467749825;16.65386747134659;15.77753449722167;0.8763329741248779;0.8000922306285353
SeparateWithPremptionScheduler-comparator_oldest_task-0.25;0;100;10000;0.8;0.3;1.0;CONCAVE;196612.51194664775;16.613128104442847;15.72103925717471;0.8920888472681567;0.7995950563634905
SeparateWithPremptionScheduler-comparator_oldest_task-0.25;0;100;10000;0.8;0.3;1.0;CONCAVE;196667.30724235633;16.648283922431183;15.722865280730433;0.9254186417006955;0.7994651221494029
SeparateWithPremptionScheduler-comparator_oldest_task-0.25;0;100;10000;0.8;0.3;1.0;CONCAVE;197196.4467749825;16.65386747134659;15.77753449722167;0.8763329741248779;0.8000922306285353
SeparateWithPremptionScheduler-comparator_oldest_task-0.5;0;100;10000;0.8;0.3;1.0;CONCAVE;196612.51194664775;16.613128104442847;15.72103925717471;0.8920888472681567;0.7995950563634905
SeparateWithPremptionScheduler-comparator_oldest_task-0.5;0;100;10000;0.8;0.3;1.0;CONCAVE;196667.30724235633;16.648283922431183;15.722865280730433;0.9254186417006955;0.7994651221494029
SeparateWithPremptionScheduler-comparator_oldest_task-0.5;0;100;10000;0.8;0.3;1.0;CONCAVE;197196.4467749825;16.65386747134659;15.77753449722167;0.8763329741248779;0.8000922306285353
SeparateWithPremptionScheduler-comparator_oldest_task-0.75;0;100;10000;0.8;0.3;1.0;CONCAVE;196612.51194664775;16.613128104442847;15.72103925717471;0.8920888472681567;0.7995950563634905
SeparateWithPremptionScheduler-comparator_oldest_task-0.75;0;100;10000;0.8;0.3;1.0;CONCAVE;196667.30724235633;16.648283922431183;15.722865280730433;0.9254186417006955;0.7994651221494029
SeparateWithPremptionScheduler-comparator_oldest_task-0.75;0;100;10000;0.8;0.3;1.0;CONCAVE;197196.4467749825;16.65386747134659;15.77753449722167;0.8763329741248779;0.8000922306285353
SeparateWithPremptionScheduler-comparator_oldest_task-0.95;0;100;10000;0.8;0.3;1.0;CONCAVE;196612.51194664775;16.613128104442847;15.72103925717471;0.8920888472681567;0.7995950563634905
SeparateWithPremptionScheduler-comparator_oldest_task-0.95;0;100;10000;0.8;0.3;1.0;CONCAVE;196667.30724235633;16.648283922431183;15.722865280730433;0.9254186417006955;0.7994651221494029
SeparateWithPremptionScheduler-comparator_oldest_task-0.95;0;100;10000;0.8;0.3;1.0;CONCAVE;197196.4467749825;16.65386747134659;15.77753449722167;0.8763329741248779;0.8000922306285353
PreemptionScheduler-comparator_smallest_task;0;100;10000;0.8;0.3;1.0;CONCAVE;196612.51194664775;17.50519050003568;17.50519050003568;1.7841512428609918;0.7995950563634883
PreemptionScheduler-comparator_smallest_task;0;100;10000;0.8;0.3;1.0;CONCAVE;196667.30724235633;17.573516250690858;17.573516250690858;1.8506509699603724;0.7994651221494036
PreemptionScheduler-comparator_smallest_task;0;100;10000;0.8;0.3;1.0;CONCAVE;197196.4467749825;17.52979643754319;17.52979643754319;1.752261940321476;0.8000922306285371
PreemptionScheduler-comparator_oldest_task;0;100;10000;0.8;0.3;1.0;CONCAVE;196612.51194664775;17.5051344699652;17.5051344699652;1.7840952127905096;0.7995950563634883
PreemptionScheduler-comparator_oldest_task;0;100;10000;0.8;0.3;1.0;CONCAVE;196667.30724235633;17.573429989614027;17.573429989614027;1.8505647088835393;0.7994651221494039
PreemptionScheduler-comparator_oldest_task;0;100;10000;0.8;0.3;1.0;CONCAVE;197196.4467749825;17.529757462270588;17.529757462270588;1.752222965048874;0.8000922306285371
NaiveScheduler-comparator_smallest_task;0;100;10000;0.4;10.0;1.0;CONCAVE;5159141.552878246;4352.763686177703;206.46332456167755;4146.300361616025;0.40018929980026036
NaiveScheduler-comparator_smallest_task;0;100;10000;0.4;10.0;1.0;CONCAVE;4939502.607968945;4337.66585876399;197.70124726767838;4139.964611496311;0.4002452533352754
NaiveScheduler-comparator_smallest_task;0;100;10000;0.4;10.0;1.0;CONCAVE;5052465.715155579;4344.580590088375;202.18733370881458;4142.393256379561;0.4001755679456177
NaiveScheduler-comparator_oldest_task;0;100;10000;0.4;10.0;1.0;CONCAVE;5159141.552878246;6422.170557198731;206.46332456167758;6215.707232637053;0.40018929980026036
NaiveScheduler-comparator_oldest_task;0;100;10000;0.4;10.0;1.0;CONCAVE;4939502.607968945;5925.6596335225595;197.70124726767838;5727.958386254879;0.4002452533352754
NaiveScheduler-comparator_oldest_task;0;100;10000;0.4;10.0;1.0;CONCAVE;5052465.715155579;6168.141479698554;202.1873337088146;5965.95414598974;0.4001755679456177
SeparateScheduler-comparator_smallest_task-0.05;0;100;10000;0.4;10.0;1.0;CONCAVE;5159479.102652085;551.1505463111204;498.6121768662215;344.6872217494422;0.400163118124757
SeparateScheduler-comparator_smallest_task-0.05;0;100;10000;0.4;10.0;1.0;CONCAVE;4939796.454204367;528.9164415196634;490.2990280468646;331.2151942519835;0.40022144454841185
SeparateScheduler-comparator_smallest_task-0.05;0;100;10000;0.4;10.0;1.0;CONCAVE;5052718.892288905;540.7449509139277;494.970364068149;338.5576172051136;0.4001555163050486
SeparateScheduler-comparator_smallest_task-0.25;0;100;10000;0.4;10.0;1.0;CONCAVE;5159194.850210957;417.9737286270811;314.87232066908894;211.51040406540287;0.40018516562373435
SeparateScheduler-comparator_smallest_task-0.25;0;100;10000;0.4;10.0;1.0;CONCAVE;4939549.0047429595;387.90000304748423;303.31763774606515;190.19875577980437;0.4002414938648173
SeparateScheduler-comparator_smallest_task-0.25;0;100;10000;0.4;10.0;1.0;CONCAVE;5052505.6904924195;414.4193430580331;309.29192822744506;212.23200934921908;0.4001724017635076
SeparateScheduler-comparator_smallest_task-0.5;0;100;10000;0.4;10.0;1.0;CONCAVE;5173147.997955652;749.2636753479397;412.92664912335624;542.8003507862616;0.39910577590911644
SeparateScheduler-comparator_smallest_task-0.5;0;100;10000;0.4;10.0;1.0;CONCAVE;4946074.63819409;702.5906817419196;395.40249453536154;504.8894344742398;0.39971343283219274
SeparateScheduler-comparator_smallest_task-0.5;0;100;10000;0.4;10.0;1.0;CONCAVE;5052479.04026786;835.5688629039881;404.3746674176292;633.3815291951742;0.40017451254601455
SeparateScheduler-comparator_smallest_task-0.75;0;100;10000;0.4;10.0;1.0;CONCAVE;7673651.806371784;10942.70677033195;786.2654103265337;10736.243445770273;0.26905485129028767
SeparateScheduler-comparator_smallest_task-0.75;0;100;10000;0.4;10.0;1.0;CONCAVE;7317600.433460927;10407.896701458465;751.0890143482228;10210.195454190785;0.2701722361932435
SeparateScheduler-comparator_smallest_task-0.75;0;100;10000;0.4;10.0;1.0;CONCAVE;7564549.617778568;13384.560413893081;769.0405182195616;13182.373080184267;0.26728271202507914
SeparateScheduler-comparator_smallest_task-0.95;0;100;10000;0.4;10.0;1.0;CONCAVE;38332510.46102933;145829.990443157;3847.984129695422;145623.52711859532;0.05386115390787602
SeparateScheduler-comparator_smallest_task-0.95;0;100;10000;0.4;10.0;1.0;CONCAVE;36566841.51294001;133244.36099983772;3671.832493377973;133046.65975257003;0.054065716120906014
SeparateScheduler-comparator_smallest_task-0.95;0;100;10000;0.4;10.0;1.0;CONCAVE;37509905.612843454;142050.74478107603;3761.605082433199;141848.5574473672;0.05390238402508445
SeparateScheduler-comparator_oldest_task-0.05;0;100;10000;0.4;10.0;1.0;CONCAVE;5159479.102652085;551.151457120176;498.6121768662215;344.6881325584978;0.400163118124757
SeparateScheduler-comparator_oldest_task-0.05;0;100;10000;0.4;10.0;1.0;CONCAVE;4939796.454204367;528.9169661582441;490.2990280468646;331.2157188905643;0.40022144454841185
SeparateScheduler-comparator_oldest_task-0.05;0;100;10000;0.4;10.0;1.0;CONCAVE;5052718.892288905;540.7452480989584;494.970364068149;338.5579143901444;0.4001555163050486
SeparateScheduler-comparator_oldest_task-0.25;0;100;10000;0.4;10.0;1.0;CONCAVE;5159194.850210957;417.9776669519959;314.87232066908894;211.51434239031767;0.40018516562373435
SeparateScheduler-comparator_oldest_task-0.25;0;100;10000;0.4;10.0;1.0;CONCAVE;4939549.0047429595;387.90168512025946;303.31763774606515;190.2004378525796;0.4002414938648173
SeparateScheduler-comparator_oldest_task-0.25;0;100;10000;0.4;10.0;1.0;CONCAVE;5052505.6904924195;414.42171020048374;309.29192822744506;212.23437649166968;0.4001724017635076
SeparateScheduler-comparator_oldest_task-0.5;0;100;10000;0.4;10.0;1.0;CONCAVE;5173147.997955652;749.2823987085751;412.92664912335624;542.8190741468968;0.39910577590911644
SeparateScheduler-comparator_oldest_task-0.5;0;100;10000;0.4;10.0;1.0;CONCAVE;4946074.63819409;702.6030845665475;395.40249453536154;504.9018372988677;0.39971343283219274
SeparateScheduler-comparator_oldest_task-0.5;0;100;10000;0.4;10.0;1.0;CONCAVE;5052479.04026786;835.599252409119;404.37466741762915;633.4119187003049;0.4001745125460145
SeparateScheduler-comparator_oldest_task-0.75;0;100;10000;0.4;10.0;1.0;CONCAVE;7673651.806371785;10943.713369415173;786.2654103265338;10737.250044853496;0.2690548512902877
SeparateScheduler-comparator_oldest_task-0.75;0;100;10000;0.4;10.0;1.0;CONCAVE;7317600.433460924;10408.796386974316;751.0890143482225;10211.095139706636;0.2701722361932436
SeparateScheduler-comparator_oldest_task-0.75;0;100;10000;0.4;10.0;1.0;CONCAVE;7564549.617778566;13385.734787509056;769.0405182195615;13183.547453800244;0.26728271202507914
SeparateScheduler-comparator_oldest_task-0.95;0;100;10000;0.4;10.0;1.0;CONCAVE;38332510.461029336;145838.45406207844;3847.984129695423;145631.99073751675;0.05386115390787602
SeparateScheduler-comparator_oldest_task-0.95;0;100;10000;0.4;10.0;1.0;CONCAVE;36566841.512940004;133251.4082858703;3671.8324933779727;133053.70703860262;0.05406571612090601
SeparateScheduler-comparator_oldest_task-0.95;0;100;10000;0.4;10.0;1.0;CONCAVE;37509905.61284345;142059.3043614755;3761.6050824331983;141857.11702776665;0.05390238402508446
SeparateWithPremptionScheduler-comparator_smallest_task-0.05;0;100;10000;0.4;10.0;1.0;CONCAVE;5159141.552878246;395.6264612941848;318.618881191936;189.16313673250662;0.40018929980026036
SeparateWithPremptionScheduler-comparator_smallest_task-0.05;0;100;10000;0.4;10.0;1.0;CONCAVE;4939502.607968945;362.820474712788;309.8808798516887;165.11922744510815;0.4002452533352755
SeparateWithPremptionScheduler-comparator_smallest_task-0.05;0;100;10000;0.4;10.0;1.0;CONCAVE;5052465.715155579;404.33129505859864;314.6108269947097;202.14396134978455;0.4001755679456177
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.4;10.0;1.0;CONCAVE;5159141.552878246;305.9739641586092;228.95525548579658;99.51063959693096;0.40018929980026036
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.4;10.0;1.0;CONCAVE;4939502.607968945;273.18414860887333;220.23423805392144;75.4829013411935;0.40024525333527533
SeparateWithPremptionScheduler-comparator_smallest_task-0.25;0;100;10000;0.4;10.0;1.0;CONCAVE;5052465.715155579;314.4727708118185;224.73892585742868;112.28543710300448;0.4001755679456178
SeparateWithPremptionScheduler-comparator_smallest_task-0.5;0;100;10000;0.4;10.0;1.0;CONCAVE;5159141.552878246;294.7333648604947;217.71337333182842;88.27004029881651;0.400189299800259
SeparateWithPremptionScheduler-comparator_smallest_task-0.5;0;100;10000;0.4;10.0;1.0;CONCAVE;4939502.607968945;261.93062261286093;208.97840734792695;64.22937534518107;0.40024525333527533
